workload_id,arrival_pattern,burst_pattern,n_processes,arrival_mean,arrival_std,arrival_range,burst_mean,burst_std,burst_min,burst_max,burst_sum,burst_coefficient_of_variation,workload_density,short_job_ratio,arrival_clustering_score,burst_variability_index,priority_mean,priority_std,priority_min,priority_max,priority_span,best_algorithm
21,clustered,short,6,8.166666666666666,4.740487551109298,11.0,1.8333333333333333,0.6871842709362768,1.0,3.0,11.0,0.3748277839426085,0.9166666666666666,1.0,0.6049593707408918,0.2290614236454256,8.833333333333334,0.8975274678557508,8.0,10.0,2.0,SJF_NP
22,scattered,mixed,7,13.857142857142858,5.026460595931195,14.0,9.857142857142858,4.323641700120445,5.0,19.0,69.0,0.43863031735902464,4.6,0.0,0.6649026269379203,0.28824278000802966,4.714285714285714,3.1943828249996997,1.0,10.0,9.0,SRTF
23,clustered,medium,6,12.166666666666666,5.550275268448904,12.0,6.833333333333333,1.7716909687891083,5.0,10.0,41.0,0.2592718490531468,3.1538461538461537,0.0,0.5730557485808535,0.29528182813151804,6.5,2.4324199198877374,2.0,10.0,8.0,SRTF
24,scattered,medium,8,7.375,6.323319934970869,20.0,8.0,1.8027756377319946,5.0,10.0,64.0,0.22534695468833094,3.0476190476190474,0.0,0.698889526906149,0.3004626062886658,7.0,3.4641016151377544,1.0,10.0,9.0,SJF_NP
25,scattered,medium,12,10.166666666666666,5.128894184476373,16.0,7.583333333333333,1.8465433171800283,5.0,10.0,91.0,0.2435002176180037,5.352941176470588,0.0,0.6983003420896252,0.30775721953000473,5.25,2.5860201081971503,1.0,10.0,9.0,SRTF
26,clustered,medium,5,13.0,3.687817782917155,8.0,7.6,2.1540659228538015,5.0,10.0,38.0,0.2834297266539963,4.222222222222222,0.0,0.5902424685647605,0.35901098714230023,6.4,1.4966629547095764,5.0,9.0,4.0,SRTF
27,clustered,short,10,8.8,4.354308211415448,10.0,2.1,1.1357816691600549,1.0,4.0,21.0,0.5408484136281935,1.9090909090909092,1.0,0.604153798962232,0.2839454172900137,5.3,3.2264531609803355,1.0,10.0,9.0,SRTF
28,scattered,short,8,10.5,4.272001872658765,13.0,3.25,1.0897247358851685,1.0,4.0,26.0,0.3352999186307288,1.8571428571428572,1.0,0.6948570090958025,0.2724311839712921,5.25,2.1065374432940898,2.0,8.0,6.0,SRTF
29,tight,short,9,9.777777777777779,0.7856742013183862,2.0,2.3333333333333335,1.0540925533894598,1.0,4.0,21.0,0.45175395125901674,7.0,1.0,0.7381085995605379,0.26352313834736496,5.666666666666667,2.6666666666666665,2.0,9.0,7.0,SJF_NP
30,scattered,medium,9,11.777777777777779,5.094174838376733,15.0,7.777777777777778,2.096440251568134,5.0,10.0,70.0,0.26954231802410467,4.375,0.0,0.6816140726014541,0.34940670859468903,5.888888888888889,2.0245407953653998,3.0,9.0,6.0,SJF_NP
31,clustered,mixed,8,13.25,2.817356917396161,7.0,9.125,4.621620386834038,3.0,16.0,73.0,0.5064789464468558,9.125,0.25,0.6478303853254799,0.330115741916717,6.0,2.449489742783178,3.0,10.0,7.0,SRTF
32,tight,medium,7,12.285714285714286,0.6998542122237652,2.0,6.571428571428571,1.2936264483053452,5.0,9.0,46.0,0.19685619862520487,15.333333333333334,0.0,0.7667152625920782,0.25872528966106906,4.857142857142857,2.9965967090575756,2.0,10.0,8.0,SRTF
33,ordered,medium,11,11.818181818181818,6.220467416202182,19.0,6.636363636363637,1.7200807207658637,5.0,10.0,73.0,0.2591902455558001,3.65,0.0,0.6889766291898909,0.28668012012764393,5.545454545454546,2.807899129360091,1.0,10.0,9.0,SJF_NP
34,clustered,medium,6,13.333333333333334,8.013876853447538,17.0,6.5,1.5,5.0,9.0,39.0,0.23076923073372782,2.1666666666666665,0.0,0.5547846192529146,0.3,6.5,2.4324199198877374,3.0,10.0,7.0,SJF_NP
35,scattered,mixed,10,5.8,4.28485705712571,13.0,11.7,5.622277118748239,3.0,20.0,117.0,0.4805365058348464,8.357142857142858,0.2,0.6939387816338778,0.3123487288193466,6.3,3.034798181098704,1.0,10.0,9.0,SJF_NP
36,scattered,medium,12,6.5,5.172040216394301,14.0,7.166666666666667,1.5723301886761007,5.0,9.0,86.0,0.21939491001721476,5.733333333333333,0.0,0.6551973189070466,0.31446603773522014,5.333333333333333,2.778888666755511,1.0,10.0,9.0,SJF_NP
37,ordered,medium,11,8.545454545454545,4.905722750266197,15.0,6.909090909090909,1.7814470856604931,5.0,10.0,76.0,0.2578410255188049,4.75,0.0,0.6933923281083627,0.2969078476100822,5.818181818181818,2.6566616720368104,1.0,10.0,9.0,SRTF
38,clustered,short,10,14.6,6.62117814289874,14.0,2.4,1.0198039027185568,1.0,4.0,24.0,0.42491829262234937,1.6,1.0,0.5585881238067507,0.2549509756796392,5.5,1.746424919657298,2.0,8.0,6.0,SRTF
39,scattered,mixed,6,11.666666666666666,4.6785562825394,13.0,7.0,4.203173404306164,1.0,13.0,42.0,0.6004533433865301,3.0,0.3333333333333333,0.6658174083900428,0.32332103110047417,3.1666666666666665,2.793842435706702,1.0,9.0,8.0,SRTF
40,scattered,medium,6,6.666666666666667,5.792715732327588,18.0,7.833333333333333,1.6749792701868151,5.0,10.0,47.0,0.2138271408476155,2.473684210526316,0.0,0.6951202246143375,0.2791632116978025,6.5,3.4034296427770228,1.0,10.0,9.0,SJF_NP
41,clustered,short,6,9.833333333333334,4.844813951249544,10.0,2.8333333333333335,1.0671873729054748,1.0,4.0,17.0,0.3766543667748778,1.5454545454545454,1.0,0.5595623680682232,0.2667968432263687,5.666666666666667,2.6874192494328497,2.0,9.0,7.0,SRTF
42,ordered,medium,5,11.4,6.151422599691879,15.0,8.0,1.2649110640673518,6.0,9.0,40.0,0.15811388298865472,2.5,0.0,0.6155360875192575,0.31622776601683794,5.4,2.8000000000000003,2.0,10.0,8.0,SJF_NP
43,clustered,medium,12,11.166666666666666,5.885481194336525,14.0,8.0,2.1213203435596424,5.0,10.0,96.0,0.26516504291180965,6.4,0.0,0.6076345870442317,0.35355339059327373,4.833333333333333,2.852873794770615,1.0,10.0,9.0,SRTF
44,clustered,medium,5,4.6,5.642694391866353,12.0,8.8,1.469693845669907,6.0,10.0,44.0,0.16701066426169273,3.3846153846153846,0.0,0.5659465852410497,0.29393876913398137,4.8,2.7856776554368237,2.0,9.0,7.0,SRTF
45,scattered,mixed,8,8.375,5.935855035291883,17.0,9.375,4.998437255783052,3.0,18.0,75.0,0.5331666405599877,4.166666666666667,0.25,0.6702302758171176,0.31240232848644073,4.875,3.179524335494226,1.0,10.0,9.0,SRTF
46,clustered,short,11,6.090909090909091,6.487113736331373,15.0,2.8181818181818183,0.8331955809010617,2.0,4.0,31.0,0.2956500447309525,1.9375,1.0,0.5945553914792892,0.2777318603003539,4.545454545454546,2.775334094995227,1.0,10.0,9.0,SJF_NP
47,ordered,medium,10,7.8,5.473572873361603,14.0,7.4,1.9595917942265424,5.0,10.0,74.0,0.2648097018867206,4.933333333333334,0.0,0.6350951417758931,0.3265986323710904,7.1,2.467792535850613,1.0,10.0,9.0,SRTF
48,scattered,medium,6,9.0,7.702813338860896,17.0,7.333333333333333,1.699673171197595,5.0,10.0,44.0,0.231773614222612,2.4444444444444446,0.0,0.5720659256188392,0.28327886186626583,3.3333333333333335,2.1343747458109497,1.0,7.0,6.0,SJF_NP
49,ordered,medium,7,8.571428571428571,6.253162465211225,20.0,7.857142857142857,1.551825784457174,5.0,9.0,55.0,0.19750509981486694,2.619047619047619,0.0,0.7022303587994655,0.3103651568914348,4.142857142857143,3.1815796359028696,1.0,9.0,8.0,SJF_NP
50,tight,medium,10,12.1,0.8306623862918076,2.0,7.0,1.7320508075688772,5.0,9.0,70.0,0.24743582961734875,23.333333333333332,0.0,0.7231125379027308,0.34641016151377546,5.6,2.33238075793812,1.0,10.0,9.0,SRTF
51,scattered,mixed,7,13.714285714285714,2.7105237087157534,8.0,8.571428571428571,5.150787536377128,1.0,15.0,60.0,0.6009252125072236,6.666666666666667,0.2857142857142857,0.6988306990315829,0.3433858357584752,7.714285714285714,2.710523708715754,3.0,10.0,7.0,SJF_NP
52,tight,short,7,1.8571428571428572,0.8329931278350429,2.0,2.4285714285714284,1.178030178747903,1.0,4.0,17.0,0.48507124987293077,5.666666666666667,1.0,0.7223356240549856,0.29450754468697576,7.285714285714286,2.813959371941744,2.0,10.0,8.0,SJF_NP
53,clustered,short,10,9.7,4.473253849269009,10.0,2.5,1.2041594578792296,1.0,4.0,25.0,0.48166378295902634,2.272727272727273,1.0,0.5933405591573628,0.3010398644698074,6.2,3.1240998703626617,2.0,10.0,8.0,SRTF
54,ordered,medium,7,10.428571428571429,5.924697529522206,17.0,7.571428571428571,1.6781914463529615,5.0,10.0,53.0,0.22164792684753198,2.9444444444444446,0.0,0.6708501372487663,0.2796985743921602,4.571428571428571,2.381904571504724,1.0,8.0,7.0,SRTF
55,tight,medium,6,15.666666666666666,0.7453559924999299,2.0,7.5,1.6072751268321592,5.0,10.0,45.0,0.21430335021571412,15.0,0.0,0.7515480025000234,0.26787918780535985,4.5,2.9860788111948193,1.0,10.0,9.0,SJF_NP
56,ordered,medium,6,7.833333333333333,7.690181330039552,17.0,7.166666666666667,1.2133516482134197,5.0,9.0,43.0,0.1693048811224346,2.388888888888889,0.0,0.5727677038866916,0.24267032964268392,4.833333333333333,1.3437096247164249,3.0,7.0,4.0,SJF_NP
57,scattered,short,10,7.0,5.403702434442518,19.0,2.5,1.2041594578792296,1.0,4.0,25.0,0.48166378295902634,1.25,1.0,0.7298148782778741,0.3010398644698074,5.1,2.7730849247724096,1.0,10.0,9.0,SRTF
58,scattered,short,5,4.4,3.1368774282716245,9.0,2.8,1.16619037896906,1.0,4.0,14.0,0.41649656376877264,1.4,1.0,0.6863122571728375,0.291547594742265,6.0,2.449489742783178,3.0,10.0,7.0,SRTF
59,clustered,medium,8,11.625,2.595067436503337,6.0,7.75,1.3919410907075054,6.0,10.0,62.0,0.1796053020036,8.857142857142858,0.0,0.6292760804995233,0.27838821814150105,4.875,3.018174116912409,1.0,10.0,9.0,SJF_NP
60,clustered,short,9,11.666666666666666,2.211083193570267,5.0,2.4444444444444446,1.2570787221094177,1.0,4.0,22.0,0.514259477016201,3.6666666666666665,1.0,0.6314861344049556,0.31426968052735443,5.111111111111111,3.0711722135745005,1.0,10.0,9.0,SJF_NP
61,scattered,mixed,9,10.444444444444445,5.459163776239221,18.0,8.777777777777779,4.916588197741686,2.0,20.0,79.0,0.5601176427168875,4.157894736842105,0.2222222222222222,0.7126755907242515,0.25876779988114135,5.0,2.5385910352879693,1.0,10.0,9.0,SJF_NP
62,ordered,short,12,10.666666666666666,4.588633299312068,15.0,2.3333333333333335,0.9428090415820634,1.0,4.0,28.0,0.40406101764771524,1.75,1.0,0.7132104187929957,0.23570226039551584,5.0,3.2914029430219167,1.0,10.0,9.0,SRTF
63,mixed,mixed,9,12.777777777777779,3.083208205669246,10.0,9.222222222222221,6.390579486465958,1.0,20.0,83.0,0.6929544020717715,7.545454545454546,0.3333333333333333,0.7197083449391595,0.3195289743232979,3.7777777777777777,2.6152449546532934,1.0,10.0,9.0,SRTF
64,scattered,mixed,5,7.6,5.9194594347794975,17.0,12.4,2.6532998322843198,9.0,17.0,62.0,0.2139757929088987,3.4444444444444446,0.0,0.6711411425122502,0.29481109247603554,5.6,2.6532998322843198,2.0,9.0,7.0,SRTF
65,tight,short,11,16.90909090909091,0.7925270806437589,2.0,1.8181818181818181,0.9359663764533637,1.0,3.0,20.0,0.5147815067662201,6.666666666666667,1.0,0.7358243064520804,0.31198879215112124,4.909090909090909,2.8429992311112526,1.0,10.0,9.0,SJF_NP
66,ordered,medium,8,6.875,5.797359312652615,15.0,7.125,1.8328597873268975,5.0,10.0,57.0,0.25724347888696897,3.5625,0.0,0.6376650429592116,0.3054766312211496,6.5,2.6457513110645907,3.0,10.0,7.0,SJF_NP
67,scattered,long,7,11.571428571428571,6.020373573058707,19.0,15.857142857142858,2.9485382057928993,11.0,19.0,111.0,0.18594385080404222,5.55,0.0,0.6989813213470646,0.327615356199211,6.428571428571429,2.3211538298959886,3.0,10.0,7.0,SRTF
68,scattered,long,7,6.571428571428571,3.9589732744431476,13.0,16.285714285714285,2.913725436338734,13.0,20.0,114.0,0.17891296537823462,8.142857142857142,0.0,0.7172161946826323,0.36421567954234174,5.0,3.116774889895918,1.0,10.0,9.0,SJF_NP
69,mixed,mixed,7,7.714285714285714,5.521756597167911,17.0,10.142857142857142,3.6811710647786073,5.0,16.0,71.0,0.3629323584635173,3.9444444444444446,0.0,0.6932357446017827,0.3067642553982173,6.0,3.3380918415851206,1.0,10.0,9.0,SRTF
70,tight,medium,11,17.0,0.8528028654224418,2.0,6.545454545454546,1.6160353486028343,5.0,10.0,72.0,0.24689428933215748,24.0,0.0,0.7157323781925193,0.26933922476713906,4.0,2.9232609437842774,1.0,10.0,9.0,SJF_NP
71,mixed,mixed,9,12.0,6.27162924074226,18.0,8.777777777777779,4.184037863058384,1.0,14.0,79.0,0.4766625413067783,4.157894736842105,0.2222222222222222,0.6699142504872495,0.29885984736131316,5.777777777777778,3.5832256659104664,1.0,10.0,9.0,SJF_NP
72,clustered,mixed,6,7.0,4.69041575982343,10.0,15.333333333333334,3.9440531887330774,7.0,19.0,92.0,0.2572208601179906,8.363636363636363,0.0,0.5735985672887791,0.30338870682562136,6.333333333333333,3.0368111930480994,1.0,10.0,9.0,SJF_NP
73,ordered,short,6,10.166666666666666,6.148622248565572,15.0,2.6666666666666665,1.247219128924647,1.0,4.0,16.0,0.46770717317135246,1.0,1.0,0.6157111094646517,0.31180478223116176,6.833333333333333,2.5440562537456244,4.0,10.0,6.0,SRTF
74,clustered,medium,7,13.428571428571429,5.499536158548617,16.0,7.285714285714286,1.8294640678379568,5.0,10.0,51.0,0.2511029112374113,3.0,0.0,0.676497873026552,0.3049106779729928,6.571428571428571,3.155817433482074,1.0,10.0,9.0,SJF_NP
75,scattered,long,6,10.833333333333334,7.3805299418281765,19.0,18.0,1.7320508075688772,16.0,20.0,108.0,0.09622504485959178,5.4,0.0,0.6309735029085912,0.34641016151377546,3.5,1.2583057392117916,2.0,5.0,3.0,SJF_NP
76,tight,short,5,7.8,0.9797958971132712,2.0,2.0,1.2649110640673518,1.0,4.0,10.0,0.6324555317174481,3.3333333333333335,1.0,0.6734013676289097,0.31622776601683794,4.0,1.6733200530681511,1.0,6.0,5.0,SJF_NP
77,scattered,short,12,12.0,6.879922480183431,20.0,2.8333333333333335,1.1426091000668408,1.0,4.0,34.0,0.4032737998812589,1.619047619047619,1.0,0.672384643800789,0.2856522750167102,6.5,2.6299556396765835,1.0,10.0,9.0,SJF_NP
78,scattered,medium,10,8.4,5.986651818838307,19.0,8.0,2.0,5.0,10.0,80.0,0.24999999996875,4.0,0.0,0.7006674090580847,0.3333333333333333,4.6,3.4409301068170506,1.0,10.0,9.0,SJF_NP
79,ordered,medium,8,11.125,6.41165930161608,19.0,7.625,0.9921567416492215,6.0,9.0,61.0,0.13011891692053804,3.05,0.0,0.679417034919196,0.24803918541230538,4.75,2.6339134382131846,1.0,8.0,7.0,SJF_NP
80,ordered,medium,5,12.8,3.370459909270543,10.0,8.0,1.8973665961010275,5.0,10.0,40.0,0.23717082448298207,3.6363636363636362,0.0,0.693594553702678,0.31622776601683794,5.4,2.727636339397171,3.0,10.0,7.0,SJF_NP
81,ordered,short,9,7.666666666666667,5.557777333511022,18.0,3.0,0.9428090415820634,2.0,4.0,27.0,0.3142696804225979,1.4210526315789473,1.0,0.7074854034994199,0.31426968052735443,6.444444444444445,2.499382639822665,3.0,10.0,7.0,SRTF
82,clustered,mixed,12,6.583333333333333,6.1027088702932195,13.0,10.833333333333334,4.65176191231762,1.0,19.0,130.0,0.4293934072512209,9.285714285714286,0.08333333333333333,0.5640922235504844,0.24482957433250632,6.833333333333333,2.4438130497691968,2.0,10.0,8.0,SJF_NP
83,ordered,short,8,8.125,6.029873547596169,17.0,1.75,0.82915619758885,1.0,3.0,14.0,0.4738035412085979,0.7777777777777778,1.0,0.6650070251335463,0.2763853991962833,5.625,3.07967124868873,1.0,10.0,9.0,SJF_NP
84,tight,medium,10,8.7,0.7810249675906655,2.0,6.9,1.57797338380595,5.0,10.0,69.0,0.22869179472134174,23.0,0.0,0.7396583441364448,0.26299556396765833,7.3,2.72213151776324,1.0,10.0,9.0,SJF_NP
85,tight,medium,6,6.333333333333333,0.7453559924999298,2.0,7.666666666666667,1.7950549357115013,5.0,10.0,46.0,0.23413760027965613,15.333333333333334,0.0,0.7515480025000234,0.29917582261858355,7.166666666666667,3.2360813064912666,1.0,10.0,9.0,SRTF
86,scattered,short,11,11.818181818181818,3.432946834272583,13.0,2.4545454545454546,1.233150906022776,1.0,4.0,27.0,0.5023948133601553,1.9285714285714286,1.0,0.7547895118376726,0.308287726505694,5.454545454545454,2.4995867427031855,1.0,8.0,7.0,SRTF
87,mixed,mixed,11,10.454545454545455,6.213820905685477,19.0,11.818181818181818,5.621681757723748,2.0,20.0,130.0,0.4756807640748365,6.5,0.09090909090909091,0.6893089547157262,0.29587798724861836,4.7272727272727275,3.1934851036818714,1.0,10.0,9.0,SRTF
88,ordered,medium,6,12.666666666666666,6.394442031083626,20.0,7.333333333333333,1.247219128924647,5.0,9.0,44.0,0.1700753357392598,2.0952380952380953,0.0,0.6955027604245893,0.2494438257849294,5.666666666666667,1.5986105077709065,4.0,9.0,5.0,SJF_NP
89,tight,medium,7,1.0,0.9258200997725514,2.0,8.0,1.4142135623730951,6.0,10.0,56.0,0.1767766952745398,18.666666666666668,0.0,0.6913933000758161,0.282842712474619,6.714285714285714,2.657296462534039,2.0,10.0,8.0,SJF_NP
90,clustered,short,12,8.583333333333334,6.849067251985647,16.0,2.4166666666666665,0.8620067027323834,1.0,4.0,29.0,0.3566924285692515,1.7058823529411764,1.0,0.5971136910596678,0.21550167568309586,4.583333333333333,2.871072196158703,1.0,10.0,9.0,SRTF
91,ordered,medium,9,7.666666666666667,4.618802153517006,17.0,8.555555555555555,1.4989708403591155,5.0,10.0,77.0,0.17520438391760002,4.277777777777778,0.0,0.7433998803601664,0.24982847339318592,5.111111111111111,2.8846122190549264,1.0,10.0,9.0,SJF_NP
92,scattered,medium,6,8.5,5.9651767227244274,17.0,7.333333333333333,2.1343747458109497,5.0,10.0,44.0,0.29105110166180437,2.4444444444444446,0.0,0.6686012931819763,0.35572912430182496,5.333333333333333,1.7950549357115013,2.0,7.0,5.0,SJF_NP
93,clustered,mixed,6,13.666666666666666,4.0276819911981905,9.0,8.166666666666666,4.913134324327891,1.0,14.0,49.0,0.6016082845379123,4.9,0.3333333333333333,0.5972318008801809,0.3509381660234208,5.333333333333333,1.699673171197595,3.0,8.0,5.0,SRTF
94,tight,short,7,8.714285714285714,0.880630571852711,2.0,3.0,1.0690449676496976,1.0,4.0,21.0,0.3563483224311164,7.0,1.0,0.7064564760490963,0.2672612419124244,6.571428571428571,2.381904571504724,3.0,10.0,7.0,SJF_NP
95,mixed,mixed,12,8.916666666666666,5.751207602659539,20.0,9.0,4.358898943540674,1.0,19.0,108.0,0.4843221047840391,5.142857142857143,0.16666666666666666,0.7261329713019267,0.2294157338705618,5.333333333333333,3.009245014211298,1.0,10.0,9.0,SRTF
96,mixed,mixed,7,10.857142857142858,5.303060340934453,16.0,9.285714285714286,3.953815000885156,2.0,14.0,65.0,0.4257954615879311,3.823529411764706,0.14285714285714285,0.6880552740626792,0.3041396154527043,5.428571428571429,2.498979383505129,2.0,10.0,8.0,SJF_NP
97,tight,medium,7,4.142857142857143,0.8329931278350429,2.0,7.857142857142857,1.9587584572574412,5.0,10.0,55.0,0.2492965308919457,18.333333333333332,0.0,0.7223356240549856,0.3264597428762402,6.285714285714286,3.1036515689143473,1.0,9.0,8.0,SRTF
98,scattered,long,5,9.4,7.631513611335565,18.0,17.0,3.286335345030997,11.0,20.0,85.0,0.19331384381398137,4.473684210526316,0.0,0.5983413888770754,0.3286335345030997,7.2,1.32664991614216,5.0,9.0,4.0,SJF_NP
99,scattered,medium,11,10.909090909090908,5.64808166073057,18.0,8.090909090909092,1.5048132142951682,5.0,10.0,89.0,0.18598815005843797,4.684210526315789,0.0,0.7027325441720753,0.25080220238252804,4.636363636363637,3.364864640603954,1.0,10.0,9.0,SRTF
100,ordered,medium,6,13.166666666666666,6.121455890735652,18.0,8.0,1.5275252316519468,5.0,10.0,48.0,0.19094065393262577,2.526315789473684,0.0,0.677818111013913,0.2545875386086578,3.3333333333333335,1.3743685418725535,2.0,6.0,4.0,SJF_NP
101,ordered,medium,11,8.090909090909092,5.1425947722658,17.0,7.909090909090909,1.6211413181933645,5.0,10.0,87.0,0.20497189078014158,4.833333333333333,0.0,0.7143002904296778,0.27019021969889406,5.0,2.9541957835039856,1.0,10.0,9.0,SRTF
102,ordered,short,9,13.666666666666666,4.346134936801766,12.0,2.6666666666666665,1.4907119849998598,1.0,4.0,24.0,0.559016994165316,1.8461538461538463,1.0,0.6656819279383257,0.37267799624996495,6.0,2.70801280154532,1.0,10.0,9.0,SJF_NP
103,scattered,long,6,8.166666666666666,5.2094998693625945,15.0,16.833333333333332,3.0776975521032313,11.0,20.0,101.0,0.18283351793586522,6.3125,0.0,0.6744062581648378,0.3077697552103231,5.0,2.943920288775949,1.0,10.0,9.0,SJF_NP
104,scattered,long,12,10.583333333333334,5.55965126804031,16.0,14.0,2.8284271247461903,11.0,19.0,168.0,0.2020305088960114,9.882352941176471,0.0,0.672961690115276,0.3142696805273545,5.25,3.467107343785787,1.0,10.0,9.0,SJF_NP
105,tight,medium,9,16.11111111111111,0.7370277311900888,2.0,7.111111111111111,2.0245407953653998,5.0,10.0,64.0,0.28470104930822326,21.333333333333332,0.0,0.7543240896033038,0.3374234658942333,5.0,2.8674417556808756,1.0,10.0,9.0,SJF_NP
106,scattered,short,8,10.0,8.170067319184096,20.0,2.875,0.7806247497997998,2.0,4.0,23.0,0.27152165200983586,1.0952380952380953,1.0,0.6109491752769478,0.2602082499332666,4.5,2.7838821814150108,1.0,9.0,8.0,SJF_NP
107,clustered,medium,10,13.6,2.615339366124404,7.0,7.5,1.5,5.0,10.0,75.0,0.19999999997333334,9.375,0.0,0.6730825792344495,0.25,6.4,2.939387691339814,2.0,10.0,8.0,SRTF
